,City,Population
4696,North Syracuse,6739
4697,Live Oak,6735
4698,Essex,6733
4699,Harrisburg,6732
4700,Addis,6731
4701,Belpre,6728
4702,Franklin,6728
4703,Steilacoom,6727
4704,Eldridge,6726
4705,Merrimac,6723
4706,Farmington,6722
4707,Galax,6720
4708,Eliot,6717
4709,Newbury,6716
4710,Ocean Shores,6715
4711,Boonville,6712
4712,Benton,6709
4713,Robertsdale,6708
4714,Winthrop Harbor,6705
4715,Stone Mountain,6703
4716,Swanton,6701
4717,Fowler,6700
4718,Upper Sandusky,6698
4719,Donaldsonville,6695
4720,North Caldwell,6694
4721,Oakdale,6692
4722,Stewartville,6687
4723,West View,6685
4724,Plymouth,6682
4725,Crescent City,6673
4726,Clover,6671
4727,Amory,6666
4728,Highland Heights,6662
4729,Meredith,6662
4730,New Hartford,6658
4731,Bedford,6657
4732,Blakely,6657
4733,Bronxville,6656
4734,Jordan,6656
4735,Ontario,6656
4736,Ellettsville,6655
4737,Irvington,6652
4738,Warwick,6652
4739,Purcell,6651
4740,Solvay,6645
4741,St John,6643
4742,Unionville,6643
4743,Buena Vista,6641
4744,Black Jack,6634
4745,Larchmont,6630
4746,Litchfield,6624
4747,Nitro,6624
4748,Sunbury,6614
4749,Mascotte,6609
4750,Milton,6609
4751,North Vernon,6608
4752,Horseheads,6606
4753,Litchfield,6605
4754,Pratt,6603
4755,Rockaway,6598
4756,Bridgewater,6596
4757,Chatham,6594
4758,Treasure Island,6584
4759,Milford,6582
4760,Valley City,6575
4761,Carthage,6569
4762,Morrow,6569
4763,Topsfield,6569
4764,Union Gap,6568
4765,Carolina Beach,6564
4766,Brier,6560
4767,Gunnison,6560
4768,Indiantown,6560
4769,Columbiana,6559
4770,Pea Ridge,6559
4771,Vine Grove,6559
4772,Hapeville,6553
4773,Sandown,6548
4774,Schuyler,6547
4775,Plattsmouth,6544
4776,Swarthmore,6543
4777,Garrett,6542
4778,Geneseo,6539
4779,Decatur,6538
4780,Iowa Park,6535
4781,Charles Town,6534
4782,Woodland,6531
4783,St James,6529
4784,West Greenwich,6528
4785,Milford,6520
4786,Catasauqua,6518
4787,Calipatria,6515
4788,Elm Grove,6513
4789,Red Lion,6512
4790,Mattapoisett,6508
4791,Union,6507
4792,Ralston,6494
4793,Mount Vernon,6493
4794,Washington,6492
4795,Timnath,6487
4796,Delano,6484
4797,Fairfield,6484
4798,Hillsboro,6481
4799,Rindge,6476
4800,Taos,6474
4801,Lebanon,6469
4802,Hermon,6461
4803,Lynchburg,6461
4804,Abilene,6460
4805,Exeter,6460
4806,Penitas,6460
4807,Shamong,6460
4808,Chickasaw,6457
4809,De Soto,6449
4810,Watchung,6449
4811,Marion,6448
4812,Nephi,6443
4813,Cherry Hills Village,6442
4814,Burnet,6436
4815,Carbondale,6434
4816,St Gabriel,6433
4817,Willis,6431
4818,Forest Hills,6429
4819,Prospect Park,6427
4820,Countryside,6420
4821,Powell,6419
4822,Peterborough,6418
4823,Wolfeboro,6416
4824,Colusa,6411
4825,Sidney,6410
4826,Eudora,6408
4827,Shrewsbury,6406
4828,Leitchfield,6404
4829,Glenarden,6402
4830,Moraine,6393
4831,Huntington Woods,6388
4832,Keene,6387
4833,Douglas,6386
4834,Dillon,6384
4835,South Lebanon,6384
4836,Sanibel,6382
4837,Lake Alfred,6374
4838,Walker,6374
4839,Carlstadt,6372
4840,Prospect Park,6372
4841,Salem,6371
4842,New Hanover,6367
4843,Huntingburg,6362
4844,Marvin,6358
4845,Chesapeake Beach,6356
4846,Johnsburg,6355
4847,Crystal City,6354
4848,Sidney,6346
4849,Willard,6344
4850,Pigeon Forge,6343
4851,East Rochester,6334
4852,Cynthiana,6333
4853,Crockett,6332
4854,Dalton,6330
4855,Bethel,6325
4856,Portland,6320
4857,Selma,6317
4858,Ashburnham,6315
4859,Byron,6312
4860,Sweetwater,6312
4861,Twin Lakes,6309
4862,Henderson,6308
4863,Eatonton,6307
4864,Orleans,6307
4865,Ville Platte,6303
4866,Gulf Breeze,6302
4867,Munford,6302
4868,Tecumseh,6302
4869,Millersville,6299
4870,Newport,6299
4871,Roseland,6299
4872,Rossford,6299
4873,Dacono,6297
4874,Clyde,6294
4875,Taylor,6294
4876,Willows,6293
4877,Barnesville,6292
4878,Mulvane,6286
4879,Tallulah,6286
4880,Dennis,6285
4881,Talent,6282
4882,Waupaca,6282
4883,Warrenton,6277
4884,Lowell,6276
4885,Lebanon,6274
4886,Princeton,6270
4887,Rochester,6270
4888,Fair Haven,6269
4889,Plaquemine,6269
4890,Kermit,6267
4891,Orange City,6267
4892,Calumet,6263
4893,Steelton,6263
4894,South Williamsport,6261
4895,Martins Ferry,6260
4896,Pembroke Park,6260
4897,Manistee,6259
4898,McRae Helena,6253
4899,Jackson,6252
4900,Harrah,6245
4901,Marianna,6245
4902,Hampstead,6241
4903,Oakland,6230
4904,Elsmere,6229
4905,Mendon,6228
4906,White Oak,6225
4907,Southampton,6224
4908,Maurice River,6218
4909,Cold Spring,6216
4910,High Springs,6215
4911,Thurmont,6213
4912,Lake Mills,6211
4913,Corry,6210
4914,Rushville,6208
4915,Watford City,6207
4916,Huron,6206
4917,Kingston,6202
4918,Aztec,6201
4919,Lauderdale by the Sea,6198
4920,Willard,6197
4921,Paulsboro,6196
4922,Lebanon,6195
4923,Braidwood,6194
4924,Eastampton,6191
4925,Madison,6191
4926,Gun Barrel City,6190
4927,Zimmerman,6189
4928,Corcoran,6185
4929,Henniker,6185
4930,Crestwood,6183
4931,Lakemoor,6182
4932,Clairton,6181
4933,Glendale,6176
4934,Elburn,6175
4935,Edgewood,6174
4936,Killingworth,6174
4937,Lyman,6173
4938,Cheverly,6170
4939,Rowley,6161
4940,Tequesta,6158
4941,Gas City,6157
4942,Walkersville,6156
4943,Everman,6154
4944,Adel,6153
4945,Morris Plains,6153
4946,Oceanport,6150
4947,Darlington,6149
4948,Rockford,6142
4949,Ishpeming,6140
4950,Kinross,6139
4951,Gladewater,6134
4952,Marlborough,6133
4953,Hellertown,6132
4954,Little Silver,6131
4955,Rittman,6131
4956,Chillicothe,6128
4957,Maquoketa,6128
4958,Woodcliff Lake,6128
4959,Solvang,6126
4960,Tarrant,6124
4961,Volo,6122
4962,Winthrop,6121
4963,Northville,6119
4964,Torrington,6119
4965,De Soto,6118
4966,Wesley Hills,6116
4967,Granby,6110
4968,Gustine,6110
4969,New Boston,6108
4970,Bellefonte,6105
4971,De Queen,6105
4972,Sheridan,6105
4973,Snowflake,6104
4974,Wappingers Falls,6103
4975,Fruit Heights,6101
4976,Crafton,6099
4977,New Haven,6097
4978,The Village of Indian Hill,6087
4979,Hartford City,6086
4980,Blackwell,6085
4981,Erwin,6083
4982,Rupert,6082
4983,Milan,6079
4984,Cherryville,6078
4985,Franklin,6077
4986,Avon,6072
4987,Fruitland,6072
4988,Louisville,6072
4989,Grass Lake,6069
4990,Independence,6064
4991,Prosser,6062
4992,Lindale,6059
4993,Waimanalo,6057
4994,Houlton,6055
4995,Nazareth,6053
4996,Truth or Consequences,6052
4997,Ward,6052
4998,Somerset,6048
4999,Medina,6047
5000,Raton,6041
5001,Dickson City,6038
5002,Alpine,6035
5003,Hainesport,6035
5004,Hilton,6027
5005,Wailea,6027
5006,Pevely,6026
5007,Hamlet,6025
5008,Port Clinton,6025
5009,Greenwood,6021
5010,Mount Zion,6019
5011,Hopedale,6017
5012,Mendham,6016
5013,Sharon Hill,6014
5014,Richmond,6013
5015,Groveport,6009
5016,Littleton,6005
5017,Montrose,6005
5018,Midway,6003
5019,Waterville,6003
5020,Beacon Falls,6000
5021,Logan,6000
5022,Wilmore,5999
5023,East Aurora,5998
5024,Holly,5997
5025,Andover,5996
5026,Pauls Valley,5992
5027,Slinger,5992
5028,Loudon,5991
5029,Battlefield,5990
5030,Brookville,5989
5031,Edna,5987
5032,Wayne,5973
5033,Metropolis,5969
5034,Laie,5963
5035,Clearfield,5962
5036,Gardiner,5961
5037,District Heights,5959
5038,Moosic,5959
5039,Cumberland,5954
5040,Kingston,5953
5041,Lewistown,5952
5042,Beardstown,5951
5043,Monroeville,5951
5044,Auburn,5946
5045,Granville,5946
5046,Bartonville,5945
5047,Edgerton,5945
5048,Wake Village,5945
5049,Asbury,5943
5050,Boiling Spring Lakes,5943
5051,Littlefield,5943
5052,Norwood,5943
5053,Monticello,5941
5054,Hillsborough,5939
5055,Belding,5938
5056,Manasquan,5938
5057,Kennett Square,5936
5058,Holdenville,5934
5059,Patterson,5931
5060,Salamanca,5929
5061,Dallas,5927
5062,Stroudsburg,5927
5063,Geneva,5924
5064,Stokesdale,5924
5065,Bridgeport,5923
5066,Dover,5923
5067,Bay Harbor Islands,5922
5068,McKees Rocks,5920
5069,Oelwein,5920
5070,DeFuniak Springs,5919
5071,Northfield,5918
5072,Nolanville,5917
5073,West Bountiful,5917
5074,Hopkinton,5914
5075,Mount Arlington,5909
5076,Peoria Heights,5908
5077,Yoakum,5908
5078,Belmar,5907
5079,Poland,5906
5080,Estes Park,5904
5081,Estherville,5904
5082,Lake City,5903
5083,Hillsboro,5902
5084,Media,5901
5085,Hightstown,5900
5086,Mocksville,5900
5087,Chocolay,5899
5088,Swartz Creek,5897
5089,Grafton,5895
5090,Alton,5894
5091,Hudson,5894
5092,Harriman,5892
5093,Old Tappan,5888
5094,Palmer,5888
5095,Blaine,5884
5096,Richmond,5878
5097,Petoskey,5877
5098,Pontoon Beach,5876
5099,Los Ranchos de Albuquerque,5874
5100,Princeton,5872
5101,Tewksbury,5870
5102,Berlin,5867
5103,Windcrest,5865
5104,Columbia,5864
5105,Wailua Homesteads,5863
5106,Freeport,5861
5107,Jonesborough,5860
5108,Rumford,5858
5109,Slaton,5858
5110,Willow Springs,5857
5111,Fort Wright,5851
5112,Carterville,5848
5113,Villa Park,5843
5114,Breitung,5831
5115,Carver,5829
5116,Attalla,5827
5117,Du Quoin,5827
5118,Alma,5825
5119,Central City,5819
5120,Turner,5817
5121,Mullica,5816
5122,Rochelle Park,5814
5123,Sandersville,5813
5124,Woodstock,5807
5125,Eaton,5802
5126,International Falls,5802
5127,Waynesboro,5799
5128,Dos Palos,5798
5129,Germantown,5796
5130,Starke,5796
5131,Lee,5788
5132,Ulysses,5788
5133,East Alton,5786
5134,Jamesburg,5783
5135,Goshen,5777
5136,Punxsutawney,5769
5137,Paola,5768
5138,Emporia,5766
5139,Plymouth,5763
5140,Monticello,5753
5141,Eastham,5752
5142,Pelham Manor,5752
5143,Marion,5751
5144,Northfield,5751
5145,Anadarko,5745
5146,Glencoe,5744
5147,New Holland,5743
5148,Poolesville,5742
5149,Childress,5737
5150,Covington,5737
5151,Oxford,5736
5152,Maize,5735
5153,Rensselaer,5733
5154,New Brighton,5729
5155,Mount Carmel,5725
5156,Union Beach,5723
5157,Dowagiac,5721
5158,Zeeland,5719
5159,Rochester,5717
5160,Milton,5716
5161,Selinsgrove,5713
5162,Carlinville,5710
5163,Greenbrier,5707
5164,Coal City,5705
5165,Blairstown,5704
5166,Evansville,5703
5167,Byron,5702
5168,Bulverde,5692
5169,Walkertown,5692
5170,Surfside,5689
5171,Pass Christian,5686
5172,Berryville,5682
5173,La Habra Heights,5682
5174,Dumfries,5679
5175,Grosse Pointe,5678
5176,New Gloucester,5676
5177,Elsa,5668
5178,Dayton,5666
5179,Salida,5666
5180,Bolton,5665
5181,Wilmington,5664
5182,Eastman,5658
5183,Washingtonville,5657
5184,Webster,5651
5185,Leesville,5649
5186,Sylvester,5644
5187,Grayling,5642
5188,Creswell,5641
5189,Hollidaysburg,5641
5190,Norwood,5641
5191,Henryetta,5640
5192,Livingston,5640
5193,Pontotoc,5640
5194,Brookline,5639
5195,Albion,5637
5196,Nashville,5632
5197,Posen,5632
5198,Weiser,5630
5199,Monaca,5625
5200,Winston,5625
5201,Peculiar,5621
5202,Kings Point,5619
5203,Belle Fourche,5617
5204,Lake Bluff,5616
5205,Cottleville,5611
5206,Ephraim,5611
5207,Trenton,5609
5208,Hutchins,5607
5209,Holtville,5605
5210,Luling,5599
5211,Tea,5598
5212,Red Oak,5596
5213,Odessa,5593
5214,Palmerton,5593
5215,Preston,5591
5216,Mena,5589
5217,Lafayette,5584
5218,Fort Myers Beach,5582
5219,Spring Valley,5582
5220,Kodiak,5581
5221,White Hall,5581
5222,Loudon,5576
5223,Tonganoxie,5573
5224,Adel,5571
5225,Bath,5571
5226,Berlin,5571
5227,Colby,5570
5228,Rothschild,5567
5229,Somerdale,5566
5230,Willington,5566
5231,Watertown,5563
5232,Caruthersville,5562
5233,Coraopolis,5559
5234,Jamestown,5559
5235,New Carlisle,5559
5236,Chisago City,5558
5237,Jackson,5557
5238,Perry,5555
5239,New Castle,5551
5240,New Whiteland,5550
5241,Bellevue,5548
5242,Fairfield,5546
5243,St Paul Park,5544
5244,Walterboro,5544
5245,Polk City,5543
5246,Rye,5543
5247,Waterford,5542
5248,Columbus,5540
5249,Greenville,5540
5250,Williams,5538
5251,Fruitland,5534
5252,Chestertown,5532
5253,Waipio Acres,5531
5254,Barre,5530
5255,McKenzie,5529
5256,Pahokee,5524
5257,West Loch Estate,5523
5258,Homer,5522
5259,White City,5522
5260,Wolfforth,5521
5261,Holdrege,5515
5262,De Witt,5514
5263,Exeter,5514
5264,Sheldon,5512
5265,Monticello,5508
5266,Boxborough,5506
5267,Prairie du Chien,5506
5268,Rainsville,5505
5269,Sinton,5504
5270,Carlisle,5501
5271,Fairport,5501
5272,Cave Springs,5495
5273,Kaser,5491
5274,Lyndon,5491
5275,Obetz,5489
5276,Algona,5487
5277,Spring Grove,5487
5278,Harwinton,5484
5279,Krum,5483
5280,Malone,5483
5281,Tyrone,5480
5282,Shippensburg,5478
5283,Shillington,5475
5284,Sunset,5475
5285,Greenwich,5473
5286,Mount Carmel,5473
5287,Independence,5469
5288,Chelsea,5467
5289,North Hills,5464
5290,St Clair,5464
5291,New Hempstead,5463
5292,Marlin,5462
5293,Parker,5462
5294,Ripley,5462
5295,Sayre,5461
5296,Walton,5460
5297,Macon,5457
5298,Douglass Hills,5456
5299,Sansom Park,5454
5300,Warren,5453
5301,Anamosa,5450
5302,Bowie,5448
5303,Rockwood,5444
5304,Connell,5441
5305,Spirit Lake,5439
5306,Morristown,5434
5307,Atlanta,5433
5308,Ranson,5433
5309,Deer Park,5432
5310,Forest,5430
5311,Hempstead,5430
5312,St Helena,5430
5313,Bessemer City,5428
5314,Williamsville,5423
5315,Bridgton,5418
5316,Osceola,5415
5317,Belleview,5413
5318,Centerville,5412
5319,Reminderville,5412
5320,Wellston,5412
5321,Manchester,5408
5322,Waynesville,5406
5323,Montevideo,5398
5324,Iola,5396
5325,Manchester-by-the-Sea,5395
5326,Smiths Station,5384
5327,Walnut Ridge,5384
5328,Olyphant,5383
5329,St Martinville,5379
5330,North Fond du Lac,5378
5331,Glencoe,5372
5332,Blakely,5371
5333,Clarinda,5369
5334,Falcon Heights,5369
5335,Moab,5366
5336,California,5362
5337,Dunlap,5357
5338,Benson,5355
5339,South Pasadena,5353
5340,Winterset,5353
5341,Philomath,5350
5342,Marion,5347
5343,Nassau Bay,5347
5344,Fox Chapel,5343
5345,Englewood Cliffs,5342
5346,Oak Bluffs,5341
5347,Brush,5339
5348,Hollywood,5339
5349,Berkeley,5338
5350,Clementon,5338
5351,Allamuchy,5335
5352,Ada,5334
5353,Larkin,5331
5354,Waterbury,5331
5355,Weldon Spring,5326
5356,Williamsburg,5326
5357,Canal Fulton,5325
5358,Hadley,5325
5359,Dundee,5323
5360,Rockdale,5323
5361,Guadalupe,5322
5362,McGregor,5321
5363,Jaffrey,5320
5364,Margate City,5317
5365,Roanoke,5311
5366,Woodside,5309
5367,Columbia Falls,5308
5368,Cameron,5306
5369,Toronto,5303
5370,Frankford,5302
5371,Cicero,5301
5372,East Kapolei,5299
5373,Genoa,5298
5374,Bethany,5297
5375,Cramerton,5296
5376,Salem,5296
5377,Springfield,5292
5378,Rusk,5285
5379,Tucumcari,5278
5380,North Manchester,5277
5381,West Salem,5277
5382,Brewton,5276
5383,La Crescent,5276
5384,Tipton,5275
5385,Columbia,5272
5386,North Oaks,5272
5387,Uhrichsville,5272
5388,Batesburg Leesville,5270
5389,Chester,5269
5390,Angier,5265
5391,Hazard,5263
5392,Titusville,5262
5393,Richlands,5261
5394,Gladstone,5257
5395,Primera,5257
5396,Westville,5257
5397,Verdigris,5256
5398,Big Stone Gap,5254
5399,Duquesne,5254
5400,Okeechobee,5254
5401,Lake City,5252
5402,Windsor Heights,5252
5403,Lehighton,5248
5404,Williamston,5248
5405,Central,5247
5406,Utica,5245
5407,Chardon,5242
5408,Kahaluu,5241
5409,Elmsford,5239
5410,Grambling,5239
5411,Carlisle,5237
5412,Schuylkill Haven,5236
5413,Dundee,5235
5414,Hyde Park,5234
5415,Camden,5232
5416,Chester,5232
5417,Thatcher,5231
5418,Nottingham,5229
5419,Calistoga,5228
5420,Eureka,5227
5421,Stowe,5223
5422,Allegan,5222
5423,Center,5221
5424,East Granby,5214
5425,Veneta,5214
5426,Midfield,5211
5427,Porter,5210
5428,Chadron,5206
5429,Bolivar,5205
5430,New Ipswich,5204
5431,New Martinsville,5204
5432,Tillamook,5204
5433,Eaton Rapids,5203
5434,Northlake,5201
5435,Wakefield,5201
5436,Cherokee,5199
5437,Pana,5199
5438,Mayville,5196
5439,Ashland City,5193
5440,Vinita,5193
5441,Bristol,5192
5442,St Robert,5192
5443,Bangor,5187
5444,Breckenridge,5187
5445,Camilla,5187
5446,Buckhannon,5186
5447,King City,5184
5448,Johnstown,5182
5449,Daytona Beach Shores,5179
5450,Paris,5179
5451,Holland,5177
5452,Edgartown,5168
5453,Hugo,5166
5454,Mechanicville,5163
5455,West Hazleton,5163
5456,Buellton,5161
5457,Flagler Beach,5160
5458,Muleshoe,5160
5459,Northwood,5160
5460,Lewisburg,5158
5461,Wildwood,5157
5462,Waldoboro,5154
5463,Alexandria,5149
5464,North Stonington,5149
5465,Polson,5148
5466,Sultan,5146
5467,Davison,5143
5468,Ione,5141
5469,Kingsford,5139
5470,Linton,5133
5471,Madisonville,5132
5472,Pupukea,5130
5473,Granite Shoals,5129
5474,Lawrenceburg,5129
5475,Monee,5128
5476,Medina,5126
5477,Brady,5118
5478,Buckley,5114
5479,Richland Center,5114
5480,Turtle Creek,5114
5481,Ballston Spa,5111
5482,Concordia,5111
5483,Clarks Summit,5107
5484,Birdsboro,5106
5485,Iowa Falls,5106
5486,Margaret,5106
5487,Morris,5105
5488,Jericho,5104
5489,Redwood Falls,5102
5490,Fort Meade,5100
5491,Lake Barrington,5100
5492,Milan,5097
5493,Bluefield,5096
5494,St Clairsville,5096
5495,Lenox,5095
5496,West York,5094
5497,Deerfield,5090
5498,Bar Harbor,5089
5499,Temple,5089
5500,Long View,5088
5501,Goddard,5084
5502,Gretna,5083
5503,Ardsley,5079
5504,Breckenridge,5078
5505,Norway,5077
5506,South Barrington,5077
5507,Sandy Oaks,5075
5508,Vandergrift,5075
5509,Highwood,5074
5510,Glenwood,5073
5511,Palmetto,5071
5512,Savannah,5069
5513,Brookshire,5066
5514,Pinckneyville,5066
5515,Manchester,5065
5516,Marksville,5065
5517,Sulphur,5065
5518,Sea Cliff,5062
5519,Williams,5058
5520,Charleston,5056
5521,Penn Yan,5056
5522,Staunton,5054
5523,Winona Lake,5053
5524,Coloma,5051
5525,Poplar Grove,5049
5526,Kenneth City,5047
5527,Big Bear Lake,5046
5528,Manheim,5046
5529,Canterbury,5045
5530,Colona,5045
5531,Ironwood,5045
5532,Terrell Hills,5045
5533,Munroe Falls,5044
5534,Sabattus,5044
5535,Collegeville,5043
5536,Cheraw,5040
5537,Forest Hills,5038
5538,Rigby,5038
5539,Duryea,5036
5540,Harpswell,5031
5541,Alva,5028
5542,Port Isabel,5028
5543,Berlin,5026
5544,Cochran,5026
5545,Lakeport,5026
5546,Circle Pines,5025
5547,Swoyersville,5021
5548,Sawmills,5020
5549,Jackson,5019
5550,Senoia,5016
5551,Bridgeport,5015
5552,Sergeant Bluff,5015
5553,Fairfax,5014
5554,Wadesboro,5008
5555,Aubrey,5006
5556,Edgewater,5005
5557,Paxton,5004
5558,Smithville,5004
5559,Sonora,5003
5560,Heeia,5001
5561,Pleasant Garden,5000
5562,Ste Genevieve,4999
5563,Sparta,4998
5564,Gibraltar,4997
5565,Kalaheo,4996
5566,Hanamaulu,4994
5567,Lone Grove,4993
5568,Whitehouse,4990
5569,Willits,4988
5570,Frankenmuth,4987
5571,Whispering Pines,4987
5572,Dodgeville,4984
5573,Brielle,4982
5574,Westmont,4982
5575,Demarest,4981
5576,Mendham,4981
5577,Wenham,4979
5578,North Berwick,4978
5579,Ayden,4977
5580,Warren,4975
5581,Social Circle,4974
5582,Wilmer,4974
5583,Headland,4973
5584,Giddings,4969
5585,Louisburg,4969
5586,Odenville,4969
5587,Hampden,4966
5588,Labelle,4966
5589,Granite Falls,4965
5590,Edinboro,4964
5591,Aberdeen,4961
5592,Nashville,4947
5593,Luverne,4946
5594,Bucksport,4944
5595,Middletown,4943
5596,Baxley,4942
5597,Green Tree,4941
5598,Haleiwa,4941
5599,Semmes,4941
5600,Royersford,4940
5601,Port Allen,4939
5602,Vinton,4938
5603,Willow Park,4936
5604,Creve Coeur,4934
5605,Needles,4931
5606,Edwardsville,4929
5607,Hiram,4929
5608,Island Park,4928
5609,Telford,4928
5610,Utqiagvik,4927
5611,Rio Communities,4926
5612,Shenandoah,4925
5613,Bisbee,4923
5614,New Castle,4923
5615,Saltillo,4922
5616,Sheridan,4920
5617,Moultonborough,4918
5618,Colville,4917
5619,Greenwich,4917
5620,Hinton,4917
5621,Barnstead,4915
5622,Hoopeston,4915
5623,Dellwood,4914
5624,Franklin,4912
5625,Silverton,4908
5626,Kingfisher,4903
5627,Rocky Mount,4903
5628,Carthage,4901
5629,Wauchula,4900
5630,Palos Park,4899
5631,Chittenango,4896
5632,Hampton,4893
5633,Harlan,4893
5634,Carrizo Springs,4892
5635,Cave Creek,4892
5636,Elmwood,4892
5637,Ahoskie,4891
5638,Oak Hill,4891
5639,Spring Lake Heights,4890
5640,Lindstrom,4888
5641,Saranac Lake,4887
5642,Whitmore Village,4887
5643,Fairfield,4883
5644,Wright City,4881
5645,Orange,4880
5646,Adairsville,4878
5647,Ogallala,4878
5648,Becker,4877
5649,New Freedom,4877
5650,Flemington,4876
5651,Abbeville,4874
5652,Chatsworth,4874
5653,Medical Lake,4874
5654,Glendive,4873
5655,Northfield,4872
5656,Creedmoor,4866
5657,Daleville,4866
5658,Carmi,4865
5659,Warren,4865
